CODGEO;POPU;MEDECINS
17325;517,0;0,00
17326;280,0;0,00
17327;305,0;0,00
17328;853,0;2,00
17329;378,0;0,00
17330;1232,0;0,00
17331;1253,0;10,00
17332;392,0;0,00
17333;5086,0;25,00
17334;238,0;0,00
17335;259,0;0,00
17336;2590,0;7,00
17337;3482,0;7,00
17338;1752,0;8,00
17339;1248,0;3,00
17340;1205,0;5,00
17341;204,0;0,00
17342;363,0;0,00
17343;136,0;0,00
17344;1195,0;4,00
17345;300,0;0,00
17346;1371,0;0,00
17347;7702,0;54,00
17348;619,0;0,00
17349;2498,0;13,00
17350;844,0;2,00
17351;1882,0;6,00
17352;99,0;0,00
17353;1894,0;6,00
17354;609,0;0,00
17355;515,0;0,00
17356;305,0;0,00
17357;562,0;1,00
17358;303,0;0,00
17359;1107,0;0,00
17360;3235,0;12,00
17361;122,0;0,00
17362;224,0;0,00
17363;577,0;0,00
17364;421,0;0,00
17365;481,0;4,00
17366;426,0;0,00
17367;173,0;0,00
17369;2471,0;17,00
17371;140,0;0,00
17372;73,0;0,00
17373;1892,0;6,00
17374;252,0;0,00
17375;1168,0;1,00
17376;1226,0;0,00
17377;129,0;0,00
17378;406,0;0,00
17379;217,0;0,00
17380;3947,0;12,00
17381;221,0;0,00
17382;487,0;0,00
17383;353,0;0,00
17384;278,0;4,00
17385;6676,0;36,00
17386;371,0;0,00
17387;1684,0;7,00
17388;283,0;0,00
17389;548,0;0,00
17390;143,0;0,00
17391;1942,0;8,00
17392;52,0;0,00
17393;1639,0;0,00
17394;871,0;0,00
17395;509,0;0,00
17396;1612,0;10,00
17397;2447,0;11,00
17398;155,0;0,00
17400;623,0;3,00
17401;115,0;0,00
17402;163,0;0,00
17403;696,0;0,00
17404;551,0;0,00
17405;208,0;0,00
17406;309,0;0,00
17407;3633,0;13,00
17408;697,0;0,00
17409;2847,0;7,00
17410;565,0;0,00
17411;1466,0;8,00
17412;560,0;0,00
17413;1141,0;2,00
17414;4429,0;15,00
17415;25586,0;197,00
17416;63,0;0,00
17417;160,0;0,00
17418;617,0;0,00
17420;2050,0;6,00
17421;6904,0;53,00
17422;96,0;0,00
17423;68,0;0,00
17424;289,0;0,00
17425;2085,0;1,00
17426;234,0;0,00
17427;215,0;0,00
17428;531,0;0,00
17429;2852,0;11,00
17430;390,0;0,00
17431;727,0;0,00
17432;351,0;0,00
17433;215,0;0,00
17434;6498,0;33,00
17435;170,0;0,00
17436;747,0;4,00
17437;96,0;0,00
17438;308,0;0,00
17439;832,0;0,00
17440;351,0;0,00
17441;1024,0;4,00
17442;371,0;0,00
17443;1517,0;1,00
17444;1636,0;4,00
17445;316,0;0,00
17446;436,0;0,00
17447;1744,0;3,00
17448;1157,0;5,00
17449;7739,0;28,00
17450;242,0;0,00
17451;553,0;0,00
17452;4664,0;21,00
17453;1371,0;0,00
17454;362,0;0,00
17455;688,0;0,00
17457;796,0;0,00
17458;175,0;0,00
17459;564,0;1,00
17460;804,0;0,00
17461;3879,0;10,00
17462;720,0;0,00
17463;1032,0;0,00
17464;134,0;0,00
17465;608,0;0,00
17466;2114,0;6,00
17467;220,0;0,00
17468;153,0;0,00
17469;564,0;0,00
17470;262,0;0,00
17471;217,0;0,00
17472;1659,0;3,00
17473;97,0;0,00
17474;752,0;8,00
17476;268,0;0,00
17477;141,0;0,00
17478;65,0;0,00
17479;263,0;0,00
17480;756,0;0,00
17481;174,0;0,00
17482;652,0;0,00
17483;1387,0;0,00
17484;1846,0;4,00
17485;1026,0;4,00
17486;751,0;1,00
18001;382,0;0,00
18002;228,0;0,00
18003;1922,0;7,00
18004;1032,0;0,00
18005;961,0;0,00
18006;230,0;0,00
18007;73,0;0,00
18008;539,0;0,00
18009;303,0;0,00
18010;206,0;0,00
18011;2183,0;6,00
18012;485,0;0,00
18013;344,0;0,00
18014;155,0;0,00
18015;5680,0;23,00
18016;347,0;0,00
18017;299,0;0,00
18018;2765,0;11,00
18019;489,0;0,00
18020;773,0;0,00
18021;256,0;0,00
18022;402,0;0,00
18023;1441,0;5,00
18024;93,0;0,00
18025;695,0;2,00
18026;1036,0;2,00
18027;678,0;0,00
18028;1203,0;0,00
18029;320,0;0,00
18030;1137,0;1,00
18031;651,0;2,00
18032;1349,0;0,00
18033;66602,0;303,00
18034;307,0;0,00
18035;856,0;0,00
18036;524,0;0,00
18037;1019,0;3,00
18038;640,0;2,00
18039;353,0;0,00
18040;365,0;1,00
18041;181,0;0,00
18042;350,0;0,00
18043;203,0;0,00
18044;451,0;1,00
18045;490,0;0,00
18046;164,0;0,00
18047;665,0;5,00
18048;390,0;0,00
18049;497,0;0,00
18050;3246,0;9,00
18051;185,0;0,00
18052;1105,0;6,00
18053;317,0;0,00
18054;229,0;0,00
18055;1032,0;3,00
18056;254,0;0,00
18057;2008,0;9,00
18058;1483,0;7,00
18059;1131,0;4,00
18060;48,0;0,00
18061;100,0;0,00
18062;254,0;0,00
18063;187,0;0,00
18064;219,0;0,00
18065;875,0;4,00
18066;1001,0;0,00
18067;713,0;0,00
18068;39,0;0,00
18069;405,0;0,00
18070;221,0;0,00
18071;35,0;0,00
18072;275,0;0,00
18073;241,0;0,00
18074;195,0;0,00
18075;1082,0;1,00
18076;455,0;0,00
18077;383,0;0,00
18078;66,0;1,00
18079;476,0;0,00
18080;157,0;0,00
18081;340,0;0,00
18082;1113,0;0,00
18083;788,0;4,00
18084;213,0;0,00
18085;246,0;0,00
18086;563,0;0,00
18087;4459,0;10,00
18088;216,0;0,00
18089;459,0;0,00
18090;429,0;0,00
18091;226,0;0,00
18092;1011,0;0,00
18093;150,0;0,00
18094;349,0;0,00
18095;202,0;0,00
18096;2062,0;3,00
18097;1986,0;6,00
18098;141,0;0,00
18099;226,0;0,00
18100;708,0;1,00
18101;327,0;0,00
18102;309,0;0,00
18103;1471,0;4,00
18104;143,0;0,00
18105;475,0;0,00
18106;287,0;0,00
18107;129,0;0,00
18108;3331,0;7,00
18109;1787,0;9,00
18110;1006,0;0,00
18111;172,0;0,00
18112;315,0;0,00
18113;180,0;0,00
18114;236,0;0,00
18115;886,0;1,00
18116;279,0;0,00
18117;496,0;1,00
18118;1501,0;4,00
18119;224,0;0,00
18120;634,0;0,00
18121;106,0;0,00
18122;179,0;0,00
18123;58,0;0,00
18124;351,0;1,00
18125;1172,0;5,00
18126;1374,0;8,00
18127;1454,0;9,00
18128;149,0;0,00
18129;226,0;0,00
18130;304,0;0,00
18131;35,0;0,00
18132;162,0;0,00
18133;1456,0;3,00
18134;726,0;1,00
18135;240,0;0,00
18136;319,0;0,00
18137;553,0;2,00
18138;2029,0;7,00
18139;670,0;3,00
18140;1425,0;2,00
18141;6829,0;20,00
18142;679,0;0,00
18143;349,0;0,00
18144;479,0;0,00
18145;1664,0;3,00
18146;397,0;0,00
18147;251,0;0,00
18148;2437,0;6,00
18149;599,0;0,00
18150;699,0;0,00
18151;381,0;0,00
18152;110,0;0,00
18153;332,0;0,00
18154;210,0;0,00
18155;431,0;0,00
18156;422,0;0,00
18157;731,0;0,00
18158;745,0;0,00
18159;880,0;1,00
18160;1596,0;8,00
18161;268,0;0,00
18162;238,0;0,00
18163;310,0;0,00
18164;158,0;0,00
18165;1254,0;9,00
18166;566,0;0,00
18167;306,0;0,00
18168;247,0;0,00
18169;229,0;0,00
18170;707,0;0,00
18171;258,0;0,00
18172;1900,0;6,00
18173;287,0;0,00
18174;381,0;0,00
18175;641,0;1,00
18176;415,0;0,00
18177;48,0;0,00
18178;254,0;0,00
18179;825,0;0,00
18180;1783,0;5,00
18181;502,0;0,00
18182;215,0;0,00
18183;140,0;0,00
18184;329,0;0,00
18185;247,0;0,00
18186;453,0;0,00
18187;584,0;3,00
18188;249,0;0,00
18189;435,0;0,00
18190;898,0;0,00
18191;221,0;0,00
18192;256,0;0,00
18193;225,0;0,00
18194;1027,0;0,00
18195;219,0;0,00
18196;100,0;0,00
18197;10646,0;50,00
18198;408,0;0,00
18199;285,0;0,00
18200;339,0;0,00
18201;706,0;0,00
18202;18,0;0,00
18203;97,0;0,00
18204;340,0;0,00
18205;9199,0;65,00
18206;1535,0;3,00
18207;6605,0;18,00
18208;406,0;0,00
18209;424,0;0,00
18210;643,0;0,00
18211;753,0;0,00
18212;590,0;0,00
18213;4930,0;13,00
18214;662,0;0,00
18215;179,0;0,00
18216;512,0;0,00
18217;168,0;0,00
18218;601,0;0,00
18219;445,0;0,00
18220;388,0;0,00
18221;301,0;0,00
18222;22,0;0,00
18223;2228,0;6,00
18224;325,0;0,00
18225;246,0;0,00
18226;472,0;0,00
18227;188,0;0,00
18228;212,0;0,00
18229;622,0;0,00
18230;315,0;0,00
18231;733,0;0,00
18232;228,0;0,00
18233;1579,0;7,00
18234;420,0;0,00
18235;1178,0;4,00
18236;130,0;0,00
18237;467,0;0,00
18238;135,0;0,00
18239;180,0;0,00
18240;700,0;7,00
18241;1594,0;14,00
18242;3301,0;11,00
18243;422,0;0,00
18244;85,0;0,00
18245;527,0;2,00
18246;1073,0;4,00
18247;672,0;0,00
18248;454,0;0,00
18249;434,0;0,00
18250;50,0;0,00
18251;75,0;0,00
18252;312,0;0,00
18253;471,0;0,00
18254;580,0;0,00
18255;984,0;0,00
18256;342,0;0,00
18257;549,0;0,00
18258;721,0;3,00
18259;269,0;0,00
18260;111,0;0,00
18261;417,0;0,00
18262;346,0;0,00
18263;681,0;0,00
18264;77,0;0,00
18265;812,0;2,00
18266;282,0;0,00
18267;3819,0;5,00
18268;415,0;0,00
18269;784,0;8,00
18270;707,0;2,00
18271;1207,0;1,00
18272;670,0;2,00
18273;868,0;0,00
18274;293,0;0,00
18275;174,0;0,00
18276;217,0;0,00
18277;38,0;0,00
18278;610,0;1,00
18279;26743,0;97,00
18280;709,0;0,00
18281;2125,0;2,00
18282;564,0;0,00
18283;112,0;0,00
18284;235,0;0,00
18285;443,0;0,00
18286;514,0;0,00
18287;277,0;0,00
18288;251,0;0,00
18289;578,0;0,00
18290;550,0;0,00
19001;370,0;0,00
19002;384,0;0,00
19003;241,0;0,00
19004;692,0;0,00
19005;3829,0;12,00
19006;102,0;0,00
19007;860,0;1,00
19008;201,0;0,00
19009;104,0;0,00
19010;3016,0;27,00
19011;1195,0;11,00
19012;222,0;0,00
19013;890,0;2,00
19014;230,0;0,00
19015;723,0;5,00
19016;319,0;0,00
19017;91,0;0,00
19018;212,0;0,00
19019;1223,0;12,00
19020;109,0;0,00
19021;74,0;0,00
19022;260,0;0,00
19023;1263,0;12,00
19024;692,0;0,00
19025;364,0;0,00
19026;202,0;0,00
19027;107,0;0,00
19028;2887,0;25,00
19029;264,0;0,00
19030;882,0;0,00
19031;48267,0;282,00
19032;179,0;0,00
19033;873,0;8,00
19034;246,0;0,00
19035;571,0;0,00
19036;1333,0;7,00
19037;1176,0;4,00
19038;1582,0;3,00
19039;231,0;0,00
19040;173,0;0,00
19041;487,0;0,00
19042;580,0;0,00
19043;406,0;0,00
19044;236,0;0,00
19045;239,0;1,00
19046;115,0;0,00
19047;342,0;0,00
19048;359,0;0,00
19049;581,0;0,00
19050;410,0;0,00
19051;161,0;0,00
19052;55,0;0,00
19053;207,0;0,00
19054;176,0;0,00
19055;273,0;0,00
19056;380,0;1,00
19057;475,0;0,00
19058;339,0;0,00
19059;414,0;0,00
19060;637,0;0,00
19061;1404,0;6,00
19062;1154,0;7,00
19063;2929,0;6,00
19064;74,0;0,00
19065;62,0;0,00
19066;1748,0;2,00
19067;215,0;0,00
19068;700,0;0,00
19069;156,0;0,00
19070;351,0;0,00
19071;240,0;0,00
19072;2566,0;8,00
19073;4471,0;17,00
19074;54,0;0,00
19075;341,0;0,00
19076;411,0;0,00
19077;126,0;0,00
19078;376,0;1,00
19079;462,0;0,00
19080;692,0;3,00
19081;522,0;0,00
19082;989,0;1,00
19083;126,0;0,00
19084;317,0;0,00
19085;733,0;0,00
19086;332,0;0,00
19087;109,0;0,00
19088;46,0;0,00
19089;172,0;0,00
19090;98,0;0,00
19091;313,0;0,00
19092;84,0;0,00
19093;875,0;1,00
19094;1138,0;6,00
19095;132,0;0,00
19096;433,0;0,00
19097;117,0;0,00
19098;772,0;2,00
19099;220,0;0,00
19100;1131,0;5,00
19101;1424,0;4,00
19102;303,0;0,00
19103;68,0;0,00
19104;111,0;0,00
19105;528,0;2,00
19106;386,0;2,00
19107;1588,0;10,00
19108;73,0;0,00
19109;185,0;1,00
19110;153,0;0,00
19111;102,0;0,00
19112;106,0;0,00
19113;642,0;4,00
19114;155,0;0,00
19115;311,0;0,00
19116;233,0;0,00
19117;734,0;0,00
19118;766,0;2,00
19119;129,0;0,00
19120;220,0;0,00
19121;2290,0;12,00
19122;197,0;0,00
19123;7668,0;24,00
19124;1362,0;5,00
19125;861,0;4,00
19126;181,0;0,00
19127;167,0;0,00
19128;271,0;0,00
19129;679,0;4,00
19130;409,0;0,00
19131;516,0;0,00
19132;92,0;0,00
19133;250,0;0,00
19134;791,0;7,00
19135;361,0;0,00
19136;2464,0;14,00
19137;50,0;0,00
19138;1264,0;12,00
19139;85,0;0,00
19140;664,0;0,00
19141;316,0;3,00
19142;124,0;0,00
19143;548,0;0,00
19144;233,0;0,00
19145;500,0;0,00
19146;2321,0;4,00
19147;633,0;1,00
19148;1786,0;9,00
19149;205,0;0,00
19150;364,0;0,00
19151;884,0;1,00
19152;460,0;0,00
19153;3582,0;23,00
19154;300,0;0,00
19155;269,0;0,00
19156;117,0;0,00
19157;235,0;0,00
19158;171,0;0,00
19159;106,0;0,00
19160;188,0;0,00
19161;473,0;0,00
19162;1082,0;6,00
19163;276,0;0,00
19164;816,0;2,00
19165;133,0;0,00
19166;79,0;0,00
19167;27,0;0,00
19168;105,0;0,00
19169;272,0;0,00
19170;214,0;0,00
19171;198,0;0,00
19172;118,0;0,00
19173;328,0;0,00
19174;156,0;2,00
19175;88,0;0,00
19176;1067,0;3,00
19177;189,0;0,00
19178;811,0;0,00
19179;192,0;0,00
19180;665,0;0,00
19181;461,0;1,00
19182;847,0;2,00
19183;137,0;0,00
19184;147,0;0,00
19185;202,0;0,00
19186;206,0;0,00
19187;373,0;0,00
19188;352,0;0,00
19189;45,0;0,00
19190;191,0;0,00
19191;615,0;0,00
19192;497,0;2,00
19193;185,0;0,00
19194;1299,0;1,00
19195;390,0;0,00
19196;479,0;0,00
19198;117,0;0,00
19199;226,0;0,00
19200;97,0;0,00
19201;563,0;0,00
19202;1820,0;5,00
19203;1781,0;4,00
19204;296,0;0,00
19205;102,0;0,00
19206;90,0;0,00
19207;1005,0;2,00
19208;210,0;0,00
19209;157,0;0,00
19210;77,0;0,00
19211;920,0;0,00
19212;94,0;0,00
19213;653,0;0,00
19214;496,0;0,00
19215;134,0;0,00
19216;261,0;0,00
19217;177,0;1,00
19218;430,0;0,00
19219;62,0;0,00
19220;469,0;0,00
19221;77,0;0,00
19222;359,0;0,00
19223;284,0;0,00
19225;170,0;0,00
19226;131,0;0,00
19227;1193,0;3,00
19228;71,0;0,00
19229;4681,0;7,00
19230;363,0;0,00
19231;173,0;0,00
19232;75,0;0,00
19233;281,0;0,00
19234;477,0;0,00
19235;214,0;0,00
19236;468,0;0,00
19237;1108,0;5,00
19238;226,0;0,00
19239;337,0;1,00
19240;305,0;0,00
19241;250,0;0,00
19242;418,0;1,00
19243;911,0;1,00
19244;73,0;0,00
19245;143,0;0,00
19246;1696,0;3,00
19247;190,0;0,00
19248;662,0;0,00
19249;384,0;0,00
19250;692,0;0,00
19251;254,0;0,00
19252;426,0;0,00
19253;230,0;0,00
19254;240,0;0,00
19255;1701,0;13,00
19256;363,0;0,00
19257;280,0;0,00
19258;668,0;6,00
19259;226,0;0,00
19260;245,0;0,00
19261;840,0;3,00
19262;173,0;0,00
19263;295,0;0,00
19264;497,0;2,00
19265;318,0;0,00
19266;112,0;0,00
19268;33,0;0,00
19269;1368,0;7,00
19270;542,0;0,00
19271;249,0;0,00
19272;14666,0;92,00
19273;781,0;2,00
19274;3986,0;6,00
19275;9948,0;68,00
19276;3042,0;14,00
19277;143,0;0,00
19278;2268,0;8,00
19279;331,0;0,00
19280;163,0;0,00
19281;71,0;0,00
19282;501,0;0,00
19283;70,0;0,00
19284;111,0;0,00
19285;1231,0;3,00
19286;592,0;0,00
19287;255,0;0,00
19288;1270,0;0,00
19289;718,0;0,00
21001;415,0;0,00
21002;278,0;0,00
21003;1259,0;4,00
21004;317,0;3,00
21005;1347,0;11,00
21006;212,0;0,00
21007;223,0;1,00
21008;611,0;1,00
21009;167,0;0,00
21010;157,0;0,00
21011;77,0;0,00
21012;364,0;0,00
21013;388,0;0,00
21014;63,0;0,00
21015;116,0;0,00
21016;732,0;0,00
21017;506,0;0,00
21018;48,0;0,00
21020;215,0;0,00
21021;2473,0;11,00
21022;475,0;0,00
21023;1585,0;13,00
21024;107,0;0,00
21025;66,0;0,00
21026;187,0;0,00
21027;1192,0;2,00
21028;783,0;0,00
21029;88,0;0,00
21030;98,0;0,00
21031;395,0;0,00
21032;165,0;0,00
21033;148,0;0,00
21034;123,0;0,00
21035;315,0;0,00
21036;74,0;0,00
21037;333,0;0,00
21038;7756,0;57,00
21039;39,0;0,00
21040;77,0;0,00
21041;156,0;0,00
21042;139,0;0,00
21043;258,0;5,00
21044;84,0;0,00
21045;256,0;0,00
21046;72,0;0,00
21047;55,0;0,00
21048;478,0;0,00
21049;39,0;0,00
21050;220,0;0,00
21051;109,0;0,00
21052;32,0;0,00
21053;191,0;0,00
21054;21872,0;125,00
21055;20,0;0,00
21056;799,0;1,00
21057;302,0;0,00
21058;270,0;0,00
21059;767,0;3,00
21060;1624,0;5,00
21061;79,0;0,00
21062;238,0;0,00
21063;100,0;0,00
21064;79,0;0,00
21065;110,0;0,00
21066;71,0;0,00
21067;678,0;0,00
21068;138,0;0,00
21069;119,0;0,00
21070;95,0;0,00
21071;725,0;2,00
21072;204,0;0,00
21073;90,0;0,00
21074;232,0;0,00
21075;80,0;0,00
21076;629,0;0,00
21077;99,0;0,00
21078;73,0;0,00
21079;144,0;0,00
21080;705,0;1,00
21081;121,0;0,00
21082;70,0;0,00
21083;130,0;0,00
21084;55,0;0,00
21085;159,0;0,00
21086;1231,0;5,00
21087;847,0;6,00
21088;283,0;1,00
21089;432,0;0,00
21090;64,0;0,00
21091;40,0;0,00
21092;186,0;0,00
21093;157,0;0,00
21094;356,0;0,00
21095;51,0;0,00
21096;102,0;0,00
21097;31,0;0,00
21098;139,0;0,00
21099;336,0;0,00
21100;29,0;0,00
21101;168,0;0,00
21102;151,0;0,00
21103;2479,0;9,00
21104;64,0;0,00
21105;688,0;0,00
21106;758,0;0,00
21107;919,0;1,00
21108;103,0;0,00
21109;225,0;1,00
21110;649,0;0,00
21111;266,0;0,00
21112;436,0;0,00
21113;134,0;0,00
21114;155,0;0,00
21115;390,0;0,00
21116;137,0;0,00
21117;61,0;0,00
21118;33,0;0,00
21119;42,0;0,00
21120;142,0;0,00
21121;67,0;0,00
21122;327,0;0,00
21123;24,0;0,00
21124;176,0;0,00
21125;273,0;0,00
21126;602,0;0,00
21127;537,0;0,00
21128;255,0;1,00
21129;34,0;0,00
21130;338,0;0,00
21131;501,0;0,00
21132;337,0;0,00
21133;310,0;0,00
21134;283,0;0,00
21135;296,0;0,00
21136;33,0;0,00
21137;78,0;0,00
21138;573,0;0,00
21139;247,0;0,00
21140;68,0;0,00
21141;30,0;0,00
21142;213,0;0,00
21143;63,0;0,00
21144;29,0;0,00
21145;39,0;0,00
21146;126,0;0,00
21147;32,0;0,00
21148;349,0;0,00
21149;173,0;0,00
21150;334,0;0,00
21151;87,0;0,00
21152;82,0;0,00
21153;144,0;0,00
21154;5515,0;31,00
21155;40,0;0,00
21156;47,0;0,00
21157;23,0;0,00
21158;160,0;0,00
21159;115,0;0,00
21160;98,0;0,00
21161;86,0;0,00
21162;440,0;0,00
21163;220,0;0,00
21164;134,0;0,00
21165;69,0;0,00
21166;14014,0;111,00
21167;115,0;0,00
21168;53,0;0,00
21169;134,0;0,00
21170;304,0;0,00
21171;10200,0;41,00
21172;267,0;0,00
21173;608,0;0,00
21175;136,0;0,00
21176;101,0;0,00
21177;180,0;0,00
21178;121,0;0,00
21179;847,0;0,00
21180;119,0;0,00
21181;121,0;0,00
21182;96,0;0,00
21183;768,0;0,00
21184;48,0;0,00
21185;540,0;0,00
21186;692,0;0,00
21187;120,0;0,00
21189;439,0;1,00
21190;455,0;0,00
21191;846,0;0,00
21192;653,0;0,00
21193;379,0;0,00
21194;922,0;2,00
21195;148,0;0,00
21196;1012,0;0,00
21197;19,0;0,00
21198;242,0;0,00
21199;149,0;0,00
21200;1186,0;2,00
21201;269,0;0,00
21202;167,0;0,00
21203;131,0;0,00
21204;85,0;0,00
21205;239,0;0,00
21207;74,0;0,00
21208;200,0;0,00
21209;1721,0;1,00
21210;529,0;0,00
21211;141,0;0,00
21212;334,0;0,00
21213;697,0;0,00
21214;179,0;0,00
21215;156,0;0,00
21216;84,0;0,00
21217;140,0;0,00
21218;100,0;0,00
21219;121,0;0,00
21220;135,0;0,00
21221;54,0;0,00
21222;123,0;0,00
21223;1397,0;2,00
21224;83,0;0,00
21225;132,0;0,00
21226;346,0;0,00
21227;439,0;0,00
21228;158,0;0,00
21229;81,0;0,00
21230;306,0;0,00
21231;151672,0;831,00
21232;225,0;0,00
21233;165,0;0,00
21234;52,0;0,00
21235;49,0;0,00
21236;235,0;0,00
21237;110,0;0,00
21238;120,0;0,00
21239;728,0;0,00
21240;228,0;0,00
21241;285,0;0,00
21242;283,0;0,00
21243;101,0;0,00
21244;62,0;0,00
21245;307,0;0,00
21246;188,0;0,00
21247;772,0;5,00
21248;69,0;0,00
21249;746,0;0,00
21250;87,0;0,00
21251;250,0;0,00
21252;91,0;0,00
21253;124,0;0,00
21254;197,0;0,00
21255;246,0;0,00
21256;295,0;0,00
21257;82,0;0,00
21258;226,0;0,00
21259;301,0;0,00
21260;155,0;1,00
21261;680,0;1,00
21262;35,0;0,00
21263;1582,0;1,00
21264;49,0;0,00
21265;758,0;0,00
21266;152,0;0,00
21267;486,0;0,00
21268;196,0;0,00
21269;419,0;0,00
21270;162,0;0,00
21271;304,0;0,00
21272;164,0;0,00
21273;1177,0;7,00
21274;155,0;0,00
21275;145,0;0,00
21276;126,0;0,00
21277;931,0;7,00
21278;9136,0;57,00
21279;35,0;0,00
21280;148,0;0,00
21281;147,0;0,00
21282;102,0;0,00
21283;66,0;0,00
21284;244,0;0,00
21285;422,0;0,00
21286;94,0;0,00
21287;174,0;0,00
21288;178,0;0,00
21289;114,0;0,00
21290;868,0;0,00
21291;338,0;0,00
21292;5588,0;28,00
21293;134,0;0,00
21294;412,0;0,00
21295;3065,0;20,00
21296;172,0;0,00
21297;640,0;0,00
21298;103,0;0,00
21299;97,0;0,00
21300;357,0;1,00
21301;224,0;0,00
21302;151,0;0,00
21303;17,0;0,00
21304;276,0;1,00
21305;213,0;0,00
21306;202,0;0,00
21307;137,0;0,00
21308;235,0;0,00
21309;99,0;0,00
21310;108,0;0,00
21311;77,0;0,00
21312;38,0;0,00
21313;47,0;0,00
21314;73,0;0,00
21315;1135,0;2,00
21316;310,0;0,00
21317;4339,0;29,00
21318;175,0;0,00
21319;775,0;0,00
21320;801,0;0,00
21321;95,0;0,00
21322;336,0;0,00
21323;133,0;0,00
21324;52,0;0,00
21325;200,0;0,00
21326;92,0;0,00
21327;101,0;0,00
21328;55,0;0,00
21329;39,0;0,00
21330;405,0;1,00
21331;343,0;0,00
21332;990,0;0,00
21333;216,0;0,00
21334;594,0;1,00
21335;127,0;0,00
21336;776,0;7,00
21337;1282,0;7,00
21338;154,0;0,00
21339;503,0;0,00
21340;247,0;0,00
21341;105,0;0,00
21342;420,0;0,00
21343;100,0;0,00
21344;207,0;0,00
21345;223,0;0,00
21346;333,0;0,00
21347;296,0;0,00
21348;109,0;0,00
21349;605,0;3,00
21350;52,0;0,00
21351;1190,0;0,00
21352;581,0;2,00
21353;1225,0;2,00
21354;48,0;0,00
21355;9175,0;20,00
21356;1634,0;0,00
21357;111,0;0,00
21358;204,0;0,00
21359;58,0;0,00
21360;107,0;0,00
21361;520,0;0,00
21362;147,0;0,00
21363;345,0;0,00
21364;97,0;0,00
21365;78,0;0,00
21366;199,0;0,00
21367;248,0;0,00
21368;256,0;0,00
21369;263,0;0,00
21370;843,0;0,00
21371;848,0;0,00
21372;97,0;0,00
21373;714,0;2,00
21374;215,0;0,00
21375;211,0;0,00
21376;130,0;0,00
21377;35,0;0,00
21378;110,0;0,00
21379;177,0;0,00
21380;63,0;0,00
21381;99,0;0,00
21382;198,0;0,00
21383;1630,0;1,00
21384;61,0;0,00
21385;317,0;0,00
21386;292,0;0,00
21387;196,0;0,00
21388;457,0;0,00
21389;235,0;0,00
21390;5187,0;20,00
21391;798,0;3,00
21392;65,0;0,00
21393;160,0;0,00
21394;186,0;0,00
21395;87,0;0,00
21396;72,0;0,00
21397;163,0;0,00
21398;347,0;0,00
21399;184,0;0,00
21400;47,0;0,00
21401;349,0;0,00
21402;11,0;0,00
21403;75,0;0,00
21404;447,0;0,00
21405;851,0;0,00
21406;220,0;0,00
21407;240,0;0,00
21408;1565,0;7,00
21409;455,0;2,00
21410;40,0;0,00
21411;495,0;1,00
21412;1516,0;8,00
21413;369,0;0,00
21414;296,0;0,00
21415;207,0;0,00
21416;2004,0;10,00
21417;106,0;0,00
21418;63,0;0,00
21419;253,0;0,00
21420;151,0;0,00
21421;217,0;0,00
21422;149,0;0,00
21423;661,0;0,00
21424;111,0;0,00
21425;5476,0;35,00
21426;250,0;0,00
21427;158,0;1,00
21428;158,0;0,00
21429;294,0;0,00
21430;82,0;0,00
21431;145,0;0,00
21432;303,0;2,00
21433;374,0;0,00
21434;157,0;1,00
21435;284,0;0,00
21436;127,0;0,00
21437;232,0;0,00
21438;92,0;0,00
21439;71,0;0,00
21440;196,0;0,00
21441;251,0;0,00
21442;692,0;0,00
21444;89,0;0,00
21445;169,0;0,00
21446;253,0;0,00
21447;87,0;0,00
21448;75,0;0,00
21449;197,0;0,00
21450;172,0;0,00
21451;80,0;0,00
21452;1865,0;5,00
21454;127,0;0,00
21455;239,0;0,00
21456;150,0;0,00
21457;85,0;0,00
21458;1072,0;3,00
21459;215,0;0,00
21460;80,0;0,00
21461;1504,0;8,00
21462;868,0;1,00
21463;53,0;0,00
21464;5557,0;40,00
21465;76,0;0,00
21466;35,0;0,00
21467;139,0;0,00
21468;100,0;0,00
21469;473,0;0,00
21470;41,0;0,00
21471;21,0;0,00
21472;183,0;0,00
21473;1229,0;0,00
21474;415,0;0,00
21475;495,0;0,00
21476;158,0;0,00
21477;81,0;0,00
21478;297,0;0,00
21479;86,0;0,00
21480;269,0;0,00
21481;1486,0;3,00
21482;670,0;0,00
21483;263,0;0,00
21484;81,0;0,00
21485;2771,0;7,00
21486;526,0;0,00
21487;425,0;0,00
21488;204,0;0,00
21489;65,0;0,00
21490;167,0;0,00
21491;63,0;0,00
21492;523,0;1,00
21493;576,0;0,00
21494;80,0;0,00
21495;97,0;0,00
21496;1238,0;10,00
21497;203,0;0,00
21498;68,0;0,00
21499;204,0;0,00
21500;578,0;0,00
21501;1600,0;16,00
21502;663,0;0,00
21503;117,0;0,00
21504;80,0;0,00
21505;770,0;4,00
21506;487,0;0,00
21507;131,0;0,00
21508;408,0;0,00
21510;177,0;0,00
21511;138,0;0,00
21512;397,0;0,00
21513;194,0;0,00
21514;108,0;0,00
21515;9796,0;35,00
21516;96,0;0,00
21517;435,0;0,00
21518;193,0;0,00
21519;379,0;4,00
21520;131,0;0,00
21521;740,0;0,00
21522;426,0;0,00
21523;123,0;0,00
21524;82,0;0,00
21525;902,0;2,00
21526;46,0;0,00
21527;280,0;0,00
