CODGEO;POPU;MEDECINS
38455;3638,0;7,00
38456;259,0;2,00
38457;2792,0;6,00
38458;536,0;0,00
38459;830,0;0,00
38460;444,0;0,00
38462;454,0;0,00
38463;1796,0;1,00
38464;2159,0;4,00
38465;1115,0;0,00
38466;1392,0;2,00
38467;1199,0;0,00
38468;4206,0;5,00
38469;74,0;0,00
38470;316,0;0,00
38471;1091,0;5,00
38472;201,0;0,00
38473;1033,0;0,00
38474;11190,0;40,00
38475;2137,0;4,00
38476;807,0;0,00
38478;954,0;0,00
38479;368,0;0,00
38480;1782,0;8,00
38481;895,0;0,00
38483;1498,0;3,00
38484;1559,0;0,00
38485;12227,0;61,00
38486;6887,0;24,00
38487;2001,0;0,00
38488;598,0;1,00
38489;118,0;0,00
38490;1868,0;4,00
38492;643,0;1,00
38494;719,0;0,00
38495;619,0;0,00
38496;1284,0;0,00
38497;148,0;0,00
38498;711,0;0,00
38499;1383,0;1,00
38500;571,0;0,00
38501;1462,0;5,00
38503;2420,0;9,00
38504;1994,0;6,00
38505;707,0;0,00
38507;6282,0;13,00
38508;654,0;0,00
38509;7931,0;72,00
38511;2932,0;18,00
38512;538,0;0,00
38513;254,0;0,00
38514;178,0;0,00
38515;1807,0;9,00
38516;6429,0;46,00
38517;7673,0;47,00
38518;509,0;1,00
38519;2541,0;3,00
38520;611,0;0,00
38521;73,0;0,00
38522;155,0;0,00
38523;840,0;0,00
38524;6403,0;24,00
38525;442,0;0,00
38526;378,0;1,00
38527;324,0;0,00
38528;1194,0;1,00
38529;3597,0;12,00
38530;2404,0;6,00
38531;500,0;0,00
38532;625,0;0,00
38533;734,0;1,00
38534;806,0;6,00
38535;240,0;0,00
38536;1186,0;4,00
38537;6469,0;25,00
38538;4675,0;14,00
38539;660,0;0,00
38540;1374,0;4,00
38541;1889,0;1,00
38542;292,0;0,00
38543;1850,0;12,00
38544;28800,0;192,00
38545;8014,0;28,00
38546;949,0;0,00
38547;7319,0;34,00
38548;4038,0;29,00
38549;25,0;0,00
38550;62,0;0,00
38551;35,0;0,00
38552;386,0;0,00
38553;18082,0;71,00
38554;1821,0;1,00
38555;1139,0;0,00
38556;1153,0;0,00
38557;4404,0;10,00
38558;1657,0;6,00
38559;4050,0;16,00
38560;1087,0;7,00
38561;1632,0;4,00
38562;7725,0;48,00
38563;19579,0;169,00
38564;208,0;0,00
38565;9742,0;36,00
38566;1596,0;4,00
38567;460,0;3,00
39001;775,0;0,00
39002;61,0;0,00
39003;39,0;0,00
39004;68,0;0,00
39006;426,0;0,00
39007;154,0;0,00
39008;385,0;0,00
39009;536,0;2,00
39010;88,0;0,00
39011;391,0;0,00
39013;3547,0;20,00
39014;235,0;0,00
39015;135,0;0,00
39016;1143,0;6,00
39017;737,0;1,00
39018;550,0;0,00
39019;238,0;0,00
39020;92,0;0,00
39021;162,0;0,00
39022;701,0;0,00
39023;139,0;0,00
39024;267,0;0,00
39025;291,0;0,00
39026;157,0;0,00
39027;194,0;0,00
39028;442,0;0,00
39029;367,0;0,00
39030;805,0;2,00
39031;205,0;0,00
39032;367,0;1,00
39034;274,0;0,00
39035;332,0;0,00
39036;58,0;0,00
39037;196,0;0,00
39038;153,0;0,00
39039;224,0;0,00
39040;192,0;0,00
39041;186,0;0,00
39042;460,0;0,00
39043;1041,0;4,00
39045;82,0;0,00
39046;78,0;0,00
39047;547,0;0,00
39048;287,0;0,00
39049;395,0;0,00
39050;153,0;0,00
39051;361,0;0,00
39052;77,0;0,00
39053;168,0;0,00
39054;77,0;0,00
39055;36,0;0,00
39056;1415,0;24,00
39057;107,0;0,00
39058;157,0;0,00
39059;1669,0;6,00
39060;58,0;0,00
39061;137,0;0,00
39062;67,0;0,00
39063;266,0;0,00
39064;49,0;0,00
39065;96,0;0,00
39066;174,0;0,00
39068;310,0;2,00
39069;113,0;0,00
39070;95,0;0,00
39072;281,0;0,00
39073;165,0;0,00
39074;242,0;0,00
39075;215,0;0,00
39076;208,0;0,00
39077;38,0;0,00
39078;635,0;0,00
39079;212,0;0,00
39080;53,0;0,00
39081;365,0;0,00
39083;312,0;0,00
39084;139,0;0,00
39085;71,0;0,00
39086;269,0;0,00
39088;407,0;0,00
39089;67,0;0,00
39090;196,0;0,00
39091;102,0;0,00
39092;167,0;0,00
39093;419,0;0,00
39094;171,0;0,00
39095;129,0;0,00
39096;430,0;0,00
39097;8058,0;52,00
39099;441,0;0,00
39100;92,0;0,00
39101;1336,0;5,00
39102;234,0;0,00
39103;329,0;1,00
39104;621,0;0,00
39105;207,0;0,00
39106;259,0;0,00
39107;119,0;0,00
39108;57,0;0,00
39109;144,0;0,00
39110;58,0;0,00
39111;45,0;0,00
39112;119,0;0,00
39113;480,0;3,00
39114;159,0;0,00
39115;183,0;0,00
39116;127,0;0,00
39117;88,0;0,00
39118;58,0;0,00
39119;86,0;0,00
39120;138,0;0,00
39121;353,0;0,00
39122;152,0;0,00
39123;62,0;0,00
39124;475,0;2,00
39126;371,0;0,00
39127;109,0;0,00
39128;1637,0;9,00
39129;407,0;5,00
39130;187,0;0,00
39131;528,0;0,00
39132;33,0;0,00
39133;66,0;0,00
39134;230,0;0,00
39135;136,0;0,00
39136;36,0;0,00
39137;101,0;0,00
39138;346,0;0,00
39139;73,0;0,00
39140;34,0;0,00
39141;285,0;0,00
39142;138,0;0,00
39143;38,0;0,00
39145;312,0;0,00
39146;624,0;0,00
39147;92,0;0,00
39148;86,0;0,00
39149;337,0;0,00
39150;1061,0;1,00
39151;123,0;0,00
39153;813,0;0,00
39154;1417,0;11,00
39155;81,0;0,00
39156;261,0;0,00
39157;49,0;0,00
39158;168,0;0,00
39159;260,0;0,00
39160;799,0;0,00
39161;42,0;0,00
39162;272,0;0,00
39163;116,0;0,00
39164;696,0;2,00
39165;60,0;0,00
39166;236,0;0,00
39167;336,0;0,00
39168;39,0;0,00
39169;588,0;0,00
39170;982,0;0,00
39171;975,0;0,00
39172;222,0;0,00
39173;1237,0;8,00
39174;64,0;0,00
39175;75,0;0,00
39176;493,0;1,00
39177;586,0;6,00
39178;65,0;0,00
39179;244,0;0,00
39180;277,0;0,00
39182;653,0;0,00
39183;674,0;1,00
39184;215,0;0,00
39185;398,0;0,00
39186;336,0;0,00
39187;224,0;0,00
39188;301,0;0,00
39189;2773,0;21,00
39190;1209,0;2,00
39191;100,0;0,00
39192;84,0;0,00
39193;1011,0;1,00
39194;475,0;0,00
39195;68,0;0,00
39196;115,0;0,00
39197;370,0;0,00
39198;24009,0;142,00
39199;920,0;2,00
39200;244,0;0,00
39201;345,0;2,00
39202;128,0;0,00
39203;99,0;0,00
39204;35,0;0,00
39205;404,0;0,00
39206;210,0;0,00
39207;86,0;0,00
39208;158,0;0,00
39209;153,0;0,00
39210;605,0;0,00
39211;252,0;0,00
39213;18,0;0,00
39214;93,0;0,00
39215;63,0;0,00
39216;320,0;0,00
39217;566,0;0,00
39218;420,0;0,00
39219;624,0;0,00
39220;397,0;0,00
39221;30,0;0,00
39222;79,0;0,00
39223;195,0;0,00
39224;96,0;0,00
39225;195,0;0,00
39226;34,0;0,00
39227;198,0;0,00
39228;1020,0;7,00
39229;181,0;0,00
39230;68,0;0,00
39232;429,0;0,00
39233;1961,0;3,00
39234;85,0;0,00
39235;1232,0;8,00
39236;36,0;0,00
39237;45,0;0,00
39238;108,0;0,00
39239;38,0;0,00
39240;154,0;0,00
39241;375,0;0,00
39243;73,0;0,00
39244;167,0;0,00
39245;378,0;0,00
39246;393,0;0,00
39247;65,0;0,00
39248;46,0;0,00
39249;88,0;0,00
39250;167,0;0,00
39251;451,0;0,00
39252;660,0;0,00
39253;296,0;0,00
39254;133,0;0,00
39255;209,0;0,00
39258;422,0;0,00
39259;44,0;0,00
39260;130,0;0,00
39261;138,0;0,00
39262;145,0;0,00
39263;470,0;0,00
39264;183,0;0,00
39265;185,0;1,00
39266;291,0;0,00
39267;86,0;0,00
39268;60,0;0,00
39269;256,0;0,00
39270;582,0;0,00
39271;371,0;0,00
39272;60,0;0,00
39273;80,0;0,00
39274;255,0;1,00
39275;541,0;4,00
39277;86,0;0,00
39278;185,0;0,00
39279;528,0;0,00
39280;110,0;0,00
39281;79,0;0,00
39282;84,0;0,00
39283;651,0;0,00
39284;117,0;0,00
39285;339,0;0,00
39286;1891,0;2,00
39287;139,0;0,00
39288;370,0;0,00
39289;374,0;0,00
39290;203,0;0,00
39291;231,0;0,00
39292;131,0;0,00
39293;208,0;0,00
39294;183,0;0,00
39295;169,0;0,00
39296;185,0;0,00
39297;1159,0;2,00
39298;48,0;0,00
39299;531,0;0,00
39300;17496,0;118,00
39301;173,0;0,00
39302;111,0;0,00
39303;140,0;0,00
39304;249,0;0,00
39305;548,0;1,00
39306;1010,0;5,00
39307;326,0;0,00
39308;294,0;0,00
39309;62,0;0,00
39310;449,0;0,00
39312;107,0;0,00
39313;183,0;0,00
39314;94,0;0,00
39315;405,0;0,00
39317;326,0;0,00
39318;205,0;0,00
39319;135,0;0,00
39320;320,0;0,00
39321;154,0;0,00
39322;59,0;0,00
39323;280,0;0,00
39324;11,0;0,00
39325;555,0;0,00
39326;201,0;0,00
39327;831,0;2,00
39328;446,0;0,00
39329;88,0;0,00
39330;150,0;0,00
39331;719,0;1,00
39332;245,0;0,00
39333;2287,0;9,00
39334;145,0;0,00
39335;545,0;9,00
39336;122,0;0,00
39337;80,0;0,00
39338;510,0;0,00
39339;665,0;1,00
39340;22,0;0,00
39341;143,0;0,00
39342;133,0;0,00
39343;19,0;0,00
39344;365,0;0,00
39345;459,0;0,00
39346;124,0;0,00
39347;101,0;0,00
39348;494,0;0,00
39349;501,0;0,00
39350;332,0;1,00
39351;181,0;0,00
39352;132,0;0,00
39353;165,0;0,00
39354;332,0;0,00
39355;271,0;0,00
39356;189,0;0,00
39359;30,0;0,00
39360;169,0;0,00
39361;164,0;0,00
39362;3050,0;7,00
39363;105,0;0,00
39364;514,0;0,00
39365;1260,0;13,00
39366;230,0;0,00
39367;2268,0;3,00
39368;5068,0;22,00
39370;1156,0;7,00
39371;326,0;0,00
39372;89,0;0,00
39373;200,0;0,00
39375;119,0;0,00
39376;59,0;0,00
39377;159,0;0,00
39378;287,0;0,00
39379;496,0;0,00
39380;40,0;0,00
39381;90,0;0,00
39382;73,0;0,00
39385;527,0;0,00
39386;77,0;0,00
39387;252,0;0,00
39388;229,0;0,00
39389;553,0;0,00
39390;265,0;0,00
39391;415,0;5,00
39392;194,0;0,00
39393;73,0;0,00
39394;88,0;0,00
39395;206,0;0,00
39396;1051,0;6,00
39397;1639,0;15,00
39398;321,0;0,00
39399;387,0;1,00
39400;157,0;0,00
39401;232,0;0,00
39402;369,0;7,00
39403;227,0;0,00
39404;446,0;0,00
39405;954,0;2,00
39406;257,0;0,00
39407;342,0;1,00
39408;138,0;0,00
39409;125,0;0,00
39411;1535,0;2,00
39412;297,0;0,00
39413;348,0;0,00
39414;107,0;0,00
39415;1137,0;3,00
39417;177,0;0,00
39418;95,0;0,00
39419;59,0;0,00
39420;189,0;0,00
39421;264,0;0,00
39422;555,0;0,00
39423;117,0;0,00
39424;155,0;0,00
39425;101,0;0,00
39426;243,0;0,00
39427;61,0;0,00
39428;24,0;0,00
39429;437,0;0,00
39430;93,0;0,00
39431;307,0;0,00
39432;115,0;0,00
39434;4209,0;26,00
39435;672,0;5,00
39436;255,0;0,00
39437;249,0;1,00
39438;88,0;0,00
39439;557,0;0,00
39440;571,0;0,00
39441;1075,0;0,00
39442;302,0;1,00
39443;119,0;0,00
39444;61,0;0,00
39445;286,0;0,00
39446;251,0;0,00
39447;219,0;0,00
39448;517,0;0,00
39449;225,0;0,00
39451;476,0;0,00
39452;495,0;0,00
39453;520,0;0,00
39454;87,0;0,00
39455;55,0;0,00
39456;345,0;0,00
39457;41,0;0,00
39458;259,0;0,00
39460;200,0;0,00
39461;83,0;0,00
39462;565,0;2,00
39463;211,0;0,00
39464;209,0;0,00
39465;210,0;0,00
39466;125,0;0,00
39467;171,0;0,00
39468;126,0;0,00
39469;97,0;0,00
39470;3150,0;16,00
39471;747,0;0,00
39472;194,0;0,00
39473;104,0;0,00
39474;329,0;0,00
39475;2400,0;14,00
39476;1766,0;10,00
39477;280,0;0,00
39478;10690,0;52,00
39479;223,0;0,00
39480;303,0;0,00
39481;432,0;0,00
39482;489,0;0,00
39483;85,0;0,00
39484;148,0;0,00
39485;468,0;2,00
39486;121,0;0,00
39487;1816,0;10,00
39488;342,0;0,00
39489;464,0;0,00
39490;280,0;0,00
39491;2127,0;7,00
39492;219,0;0,00
39493;221,0;0,00
39494;319,0;0,00
39495;69,0;0,00
39497;106,0;0,00
39498;571,0;0,00
39499;175,0;0,00
39500;2864,0;21,00
39501;972,0;0,00
39502;328,0;0,00
39503;335,0;0,00
39504;228,0;0,00
39505;52,0;0,00
39506;114,0;0,00
39507;86,0;0,00
39508;780,0;5,00
39509;54,0;0,00
39510;683,0;5,00
39511;67,0;0,00
39512;55,0;0,00
39513;276,0;0,00
39514;181,0;0,00
39517;578,0;0,00
39518;76,0;0,00
39519;167,0;0,00
39520;506,0;0,00
39522;111,0;0,00
39523;199,0;0,00
39525;385,0;2,00
39526;4113,0;8,00
39527;93,0;0,00
39528;365,0;0,00
39529;65,0;0,00
39530;706,0;4,00
39531;175,0;0,00
39532;47,0;0,00
39533;212,0;0,00
39534;231,0;0,00
39535;465,0;0,00
39537;372,0;0,00
39538;44,0;0,00
39539;252,0;0,00
39540;216,0;0,00
39542;84,0;0,00
39543;238,0;0,00
39544;39,0;0,00
39545;163,0;0,00
39546;387,0;0,00
39547;709,0;1,00
39548;111,0;0,00
39549;326,0;0,00
39550;177,0;0,00
39551;139,0;0,00
39552;334,0;0,00
39553;277,0;0,00
39554;212,0;0,00
39555;228,0;0,00
39556;92,0;0,00
39557;216,0;0,00
39558;246,0;0,00
39559;383,0;0,00
39560;619,0;0,00
39561;446,0;0,00
39562;194,0;0,00
39564;122,0;0,00
39565;87,0;0,00
39566;81,0;0,00
39567;280,0;0,00
39568;51,0;0,00
39569;599,0;0,00
39570;202,0;0,00
39571;207,0;0,00
39572;393,0;0,00
39573;775,0;1,00
39574;728,0;0,00
39575;83,0;0,00
39576;391,0;0,00
39577;319,0;0,00
39579;925,0;2,00
39581;259,0;0,00
39582;754,0;8,00
39583;98,0;0,00
39584;116,0;0,00
39585;18,0;0,00
39586;40,0;0,00
40001;6207,0;67,00
40002;1541,0;14,00
40003;296,0;0,00
40004;1657,0;6,00
40005;202,0;0,00
40006;703,0;1,00
40007;186,0;0,00
40008;98,0;0,00
40009;213,0;0,00
40011;357,0;0,00
40012;266,0;0,00
40013;119,0;0,00
40014;312,0;0,00
40015;69,0;0,00
40016;245,0;0,00
40017;370,0;0,00
40018;321,0;0,00
40019;976,0;0,00
40020;644,0;0,00
40021;615,0;2,00
40022;375,0;0,00
40023;342,0;0,00
40024;260,0;0,00
40025;901,0;0,00
40026;331,0;0,00
40027;115,0;0,00
40028;262,0;0,00
40029;300,0;0,00
40030;41,0;0,00
40031;1090,0;0,00
40032;196,0;0,00
40033;156,0;0,00
40034;600,0;0,00
40035;522,0;0,00
40036;2372,0;11,00
40037;1512,0;5,00
40038;97,0;0,00
40039;140,0;0,00
40040;372,0;0,00
40041;109,0;0,00
40042;271,0;0,00
40043;746,0;0,00
40044;837,0;0,00
40046;12631,0;61,00
40047;298,0;0,00
40048;312,0;0,00
40049;348,0;0,00
40050;177,0;0,00
40051;642,0;0,00
40052;212,0;0,00
40053;331,0;1,00
40054;293,0;0,00
40055;1458,0;2,00
40056;779,0;2,00
40057;279,0;0,00
40058;230,0;0,00
40059;730,0;0,00
40060;144,0;0,00
40061;964,0;1,00
40062;343,0;0,00
40063;778,0;0,00
40064;172,0;0,00
40065;8087,0;89,00
40066;496,0;0,00
40067;634,0;3,00
40068;571,0;0,00
40069;400,0;0,00
40070;398,0;1,00
40071;573,0;0,00
40072;189,0;0,00
40073;114,0;0,00
40074;534,0;0,00
40075;1976,0;8,00
40076;427,0;0,00
40077;810,0;0,00
40078;408,0;0,00
40079;155,0;0,00
40080;1147,0;2,00
40081;407,0;0,00
40082;262,0;0,00
40083;118,0;0,00
40084;804,0;0,00
40085;413,0;0,00
40086;499,0;0,00
40087;345,0;0,00
40088;20299,0;247,00
40089;914,0;4,00
40090;452,0;0,00
40091;642,0;0,00
40092;269,0;0,00
40093;258,0;0,00
40094;622,0;0,00
40095;663,0;0,00
40096;84,0;0,00
40097;426,0;5,00
40098;375,0;0,00
40099;318,0;0,00
40100;389,0;0,00
40101;494,0;0,00
40102;1303,0;11,00
40103;569,0;0,00
40104;1088,0;1,00
40105;423,0;0,00
40106;182,0;0,00
40107;309,0;0,00
40108;610,0;0,00
40109;448,0;0,00
40110;733,0;7,00
40111;726,0;0,00
40112;108,0;0,00
40113;538,0;0,00
40114;365,0;0,00
40115;318,0;0,00
40116;251,0;0,00
40117;2504,0;22,00
40118;1438,0;8,00
40119;4544,0;27,00
40120;622,0;0,00
40121;268,0;0,00
40122;839,0;2,00
40123;1057,0;2,00
40124;125,0;0,00
40125;1263,0;2,00
40126;1836,0;11,00
40127;542,0;0,00
40128;641,0;0,00
40129;841,0;0,00
40130;137,0;0,00
40131;689,0;2,00
40132;1461,0;3,00
40133;4954,0;19,00
40134;2628,0;10,00
40135;868,0;4,00
40136;140,0;0,00
40137;234,0;0,00
40138;235,0;0,00
40139;550,0;0,00
40140;205,0;0,00
40141;287,0;0,00
40142;879,0;0,00
40143;308,0;0,00
40144;251,0;0,00
40145;593,0;0,00
40146;162,0;0,00
40147;375,0;1,00
40148;84,0;0,00
40149;401,0;0,00
40150;1923,0;7,00
40151;389,0;0,00
40152;1032,0;0,00
40153;228,0;0,00
40154;329,0;1,00
40155;1288,0;5,00
40156;459,0;0,00
40157;1524,0;6,00
40158;260,0;0,00
40159;279,0;0,00
40160;209,0;0,00
40161;104,0;0,00
40162;544,0;0,00
40163;510,0;0,00
40164;324,0;0,00
40165;341,0;0,00
40166;79,0;0,00
40167;660,0;1,00
40168;1894,0;7,00
40169;112,0;0,00
40170;221,0;0,00
40171;114,0;0,00
40172;292,0;0,00
40173;144,0;0,00
40174;92,0;0,00
40175;458,0;0,00
40176;109,0;0,00
40177;334,0;0,00
40178;699,0;0,00
40179;1733,0;2,00
40180;1119,0;2,00
40181;975,0;5,00
40182;851,0;1,00
40183;1033,0;1,00
40184;7084,0;55,00
40185;353,0;0,00
40186;712,0;0,00
40187;1024,0;3,00
40188;454,0;0,00
40189;83,0;0,00
40190;384,0;0,00
40191;581,0;1,00
40192;31188,0;171,00
40193;72,0;0,00
40194;1158,0;19,00
40195;586,0;0,00
40196;581,0;0,00
40197;4562,0;23,00
40198;186,0;0,00
40199;248,0;0,00
40200;669,0;0,00
40201;1397,0;9,00
40202;3083,0;11,00
40203;335,0;0,00
40204;264,0;0,00
40205;266,0;0,00
40206;362,0;0,00
40207;1618,0;4,00
40208;365,0;0,00
40209;4631,0;16,00
40210;965,0;4,00
40211;680,0;0,00
40212;900,0;0,00
40213;547,0;0,00
40214;477,0;0,00
40215;246,0;0,00
40216;204,0;0,00
40217;5421,0;19,00
40218;507,0;0,00
40219;98,0;0,00
40220;153,0;0,00
40221;362,0;0,00
40222;693,0;1,00
40223;232,0;0,00
40224;3521,0;38,00
40225;217,0;0,00
40226;190,0;0,00
40227;1371,0;12,00
40228;1502,0;12,00
40229;1480,0;7,00
40230;2529,0;10,00
40231;922,0;3,00
40232;231,0;0,00
40233;2913,0;16,00
40234;908,0;1,00
40235;634,0;0,00
40236;753,0;0,00
40237;678,0;2,00
40238;588,0;0,00
40239;119,0;0,00
40240;513,0;0,00
40242;102,0;0,00
40243;2482,0;5,00
40244;1189,0;4,00
40245;1884,0;16,00
40246;1201,0;3,00
40247;195,0;0,00
40248;1571,0;1,00
40249;509,0;0,00
40250;598,0;0,00
40251;378,0;0,00
40252;659,0;0,00
40253;650,0;0,00
40254;366,0;0,00
40255;439,0;0,00
40256;618,0;0,00
40257;1218,0;0,00
40258;266,0;0,00
40259;443,0;0,00
40260;360,0;0,00
40261;2291,0;9,00
40262;318,0;0,00
40263;408,0;0,00
40264;1340,0;1,00
40265;115,0;0,00
40266;1492,0;11,00
40267;943,0;3,00
40268;574,0;0,00
40269;1176,0;8,00
40270;436,0;0,00
40271;1059,0;3,00
40272;1320,0;10,00
40273;4885,0;39,00
40274;1337,0;3,00
40275;570,0;0,00
40276;292,0;0,00
40277;731,0;0,00
40278;844,0;0,00
40279;12574,0;78,00
40280;1658,0;1,00
40281;9081,0;59,00
40282;4758,0;26,00
40283;3024,0;13,00
40284;7743,0;55,00
40285;584,0;0,00
40286;1072,0;8,00
40287;3381,0;10,00
40288;1122,0;1,00
40289;212,0;0,00
40290;127,0;0,00
40291;1385,0;4,00
40292;1387,0;3,00
40293;819,0;9,00
40294;1635,0;8,00
40295;911,0;0,00
40296;3313,0;21,00
40297;205,0;0,00
40298;368,0;0,00
40299;206,0;0,00
40300;815,0;3,00
40301;115,0;0,00
40302;185,0;0,00
40303;343,0;0,00
40304;3758,0;35,00
40305;189,0;0,00
40306;654,0;0,00
40307;1050,0;3,00
40308;898,0;0,00
40309;1028,0;4,00
40310;7318,0;33,00
40311;509,0;0,00
40312;12007,0;58,00
40313;3134,0;25,00
40314;1164,0;5,00
40315;674,0;0,00
40316;815,0;0,00
40317;2391,0;9,00
40318;284,0;0,00
40319;266,0;0,00
40320;572,0;0,00
40321;264,0;0,00
40322;157,0;0,00
40323;239,0;0,00
40324;271,0;0,00
40325;288,0;0,00
40326;1195,0;6,00
40327;246,0;0,00
40328;1551,0;12,00
40329;497,0;0,00
40330;270,0;0,00
40331;2374,0;15,00
40332;2091,0;7,00
40333;1240,0;5,00
40334;422,0;1,00
41001;200,0;0,00
41002;820,0;0,00
41003;605,0;0,00
41004;297,0;0,00
41005;91,0;0,00
41006;399,0;0,00
41007;658,0;0,00
41008;716,0;0,00
41009;708,0;0,00
41010;1122,0;1,00
41011;49,0;0,00
41012;247,0;0,00
41013;269,0;0,00
41014;169,0;0,00
41015;62,0;0,00
41016;953,0;0,00
41017;727,0;0,00
41018;46390,0;230,00
41019;102,0;0,00
41020;498,0;0,00
41022;146,0;0,00
41023;724,0;3,00
41024;202,0;0,00
41025;1252,0;9,00
41026;171,0;0,00
41027;125,0;0,00
41028;433,0;0,00
41029;1497,0;0,00
41030;246,0;0,00
41031;2373,0;3,00
41032;2549,0;20,00
41033;686,0;0,00
41034;127,0;0,00
41035;634,0;1,00
41036;458,0;0,00
41037;182,0;0,00
41038;416,0;0,00
41039;725,0;1,00
41040;728,0;4,00
41041;184,0;0,00
41042;552,0;0,00
41043;1733,0;0,00
41044;1099,0;3,00
41045;1075,0;4,00
41046;1105,0;1,00
41047;4470,0;89,00
41048;230,0;0,00
41049;971,0;2,00
41050;955,0;0,00
41051;1148,0;1,00
41052;1023,0;0,00
41053;528,0;0,00
41054;335,0;0,00
41055;1859,0;5,00
41056;205,0;0,00
41057;203,0;0,00
41058;162,0;0,00
41059;3470,0;18,00
41060;696,0;0,00
41061;1560,0;1,00
41062;509,0;0,00
41063;547,0;0,00
41064;308,0;0,00
41065;518,0;0,00
41066;432,0;0,00
41067;2717,0;20,00
41068;523,0;0,00
41069;276,0;0,00
41070;410,0;2,00
41071;504,0;0,00
41072;412,0;0,00
41073;718,0;0,00
41074;1377,0;4,00
41075;1058,0;4,00
41077;145,0;0,00
41078;759,0;0,00
41079;104,0;0,00
41080;1294,0;2,00
41081;224,0;0,00
41082;726,0;0,00
41083;537,0;0,00
41084;988,0;2,00
41085;1031,0;0,00
41086;646,0;0,00
41087;389,0;0,00
41088;230,0;0,00
41089;195,0;0,00
41090;273,0;0,00
41091;1206,0;2,00
41092;807,0;4,00
41093;294,0;0,00
41094;1127,0;1,00
41095;1121,0;0,00
41096;306,0;0,00
41097;2361,0;4,00
41098;189,0;0,00
41099;512,0;0,00
41100;201,0;0,00
41101;1247,0;4,00
41102;375,0;0,00
41103;408,0;0,00
41104;2231,0;7,00
41105;910,0;1,00
41106;4783,0;22,00
41107;452,0;0,00
41108;132,0;0,00
41109;711,0;0,00
41110;863,0;0,00
41112;247,0;0,00
41113;204,0;0,00
41114;271,0;0,00
41115;421,0;0,00
41116;206,0;0,00
41118;233,0;0,00
41119;370,0;0,00
41120;1319,0;0,00
41121;28,0;0,00
41122;231,0;0,00
41123;676,0;3,00
41124;361,0;0,00
41125;756,0;0,00
41126;1136,0;2,00
41127;398,0;0,00
41128;719,0;0,00
41129;703,0;0,00
41130;678,0;0,00
41131;914,0;1,00
41132;344,0;0,00
41133;262,0;0,00
41134;609,0;1,00
41135;885,0;4,00
41136;6164,0;19,00
41137;563,0;0,00
41138;298,0;0,00
41139;1060,0;4,00
41140;743,0;0,00
41141;326,0;0,00
41142;792,0;1,00
41143;1497,0;10,00
41144;784,0;0,00
41145;778,0;0,00
41146;963,0;0,00
41147;1831,0;6,00
41148;1343,0;2,00
41149;4042,0;18,00
41150;3246,0;8,00
41151;3409,0;20,00
41152;643,0;0,00
41153;138,0;0,00
41154;1145,0;4,00
41155;1359,0;5,00
41156;472,0;0,00
41157;1458,0;5,00
41158;2158,0;5,00
41159;1246,0;4,00
41160;322,0;0,00
41161;2375,0;4,00
41163;115,0;0,00
41164;2798,0;7,00
41165;93,0;0,00
41166;347,0;0,00
41167;3475,0;12,00
41168;244,0;0,00
41169;915,0;1,00
41170;826,0;0,00
41171;1493,0;5,00
41172;227,0;0,00
41173;1961,0;5,00
41174;187,0;0,00
41175;1104,0;3,00
41176;843,0;0,00
41177;181,0;0,00
41178;76,0;0,00
41179;207,0;0,00
41180;1564,0;5,00
41181;817,0;0,00
41182;306,0;0,00
41183;217,0;0,00
41184;644,0;2,00
41185;2284,0;3,00
41186;288,0;0,00
41187;171,0;0,00
41188;106,0;0,00
41189;458,0;0,00
41190;197,0;0,00
41191;72,0;0,00
41192;288,0;0,00
41193;178,0;0,00
41194;16908,0;78,00
41195;121,0;0,00
41196;91,0;0,00
41197;269,0;0,00
41198;3084,0;17,00
41199;1222,0;4,00
41200;376,0;0,00
41201;327,0;0,00
41202;111,0;0,00
41203;498,0;0,00
41204;1703,0;3,00
41205;177,0;0,00
41206;778,0;0,00
41207;1119,0;1,00
41208;94,0;0,00
41209;860,0;1,00
41210;101,0;0,00
41211;2503,0;11,00
41212;3310,0;18,00
41213;122,0;0,00
41214;680,0;0,00
41215;96,0;0,00
41216;505,0;0,00
41217;736,0;0,00
41218;751,0;0,00
41219;302,0;0,00
41220;4227,0;5,00
41221;630,0;0,00
41222;365,0;0,00
41223;693,0;0,00
41224;187,0;0,00
41225;628,0;0,00
41226;3410,0;9,00
41228;287,0;0,00
41229;1509,0;4,00
41230;1821,0;5,00
41231;1265,0;4,00
41232;5731,0;20,00
41233;936,0;0,00
41234;277,0;0,00
41235;1038,0;0,00
41236;104,0;0,00
41237;928,0;0,00
41238;2152,0;4,00
41239;1115,0;0,00
41240;87,0;0,00
41241;1256,0;1,00
41242;4606,0;28,00
41243;835,0;2,00
41244;93,0;0,00
41245;385,0;0,00
41246;466,0;0,00
41247;1563,0;3,00
41248;538,0;0,00
41249;1119,0;2,00
41250;480,0;1,00
41251;497,0;0,00
41252;1535,0;2,00
41253;262,0;0,00
41254;175,0;0,00
41255;322,0;0,00
41256;1293,0;2,00
41257;845,0;0,00
41258;1181,0;2,00
41259;883,0;1,00
41260;401,0;0,00
41261;127,0;0,00
41262;988,0;0,00
41263;111,0;0,00
41264;155,0;0,00
41265;321,0;1,00
41266;73,0;0,00
41267;852,0;0,00
41268;156,0;0,00
41269;16849,0;113,00
41270;491,0;1,00
41271;613,0;0,00
41272;212,0;0,00
41273;487,0;0,00
